"directorio","secuencia_p","orden","clase","dominio","age","sex","estrato1","p6210","p6240","mes","relab","p6426","p6870","p6920","p7040","p7070","y_total_m_ha","maxEducLevel","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_total_m","college","depto","ingtot"
4521229,1,3,1,"BOGOTA",27,1,3,6,1,1,1,12,5,1,2,0,6454.6533203125,7,50,1,0,0,0,4,1383140,0,11,1.38314e-06
4521231,1,1,1,"BOGOTA",47,1,3,3,1,1,1,48,7,1,2,0,3586.12426757812,4,48,1,0,0,0,4,737717,0,11,7.37717e-07
4521231,1,3,1,"BOGOTA",24,0,3,6,1,1,1,4,6,1,2,0,5590.27783203125,7,48,1,0,0,0,4,1150000,0,11,1.15e-06
4521233,1,2,1,"BOGOTA",42,1,3,6,1,1,1,8,9,1,2,0,13165.5087890625,7,48,1,0,0,0,5,2708333.25,0,11,2.70833333333333e-06
4521234,1,3,1,"BOGOTA",33,0,2,6,1,1,1,144,6,1,2,0,5670.3564453125,7,48,1,0,0,0,4,1166473.375,0,11,1.16647333333333e-06
4521236,1,1,1,"BOGOTA",34,1,3,6,1,1,4,60,7,1,2,0,37916.66796875,7,40,1,0,1,0,4,6500000,0,11,7.5e-06
4521237,1,1,1,"BOGOTA",50,0,3,4,1,1,1,336,6,1,2,0,3910.19848632812,5,48,1,0,0,0,4,804383.6875,0,11,1.15438366666667e-06
4521239,1,1,1,"BOGOTA",40,1,2,5,1,1,1,48,9,1,2,0,5869.42041015625,6,48,1,0,0,0,5,1207423.625,1,11,1.20742366666667e-06
4521243,1,1,1,"BOGOTA",23,1,2,5,1,1,1,48,3,2,2,0,4472.22216796875,6,48,0,1,0,1,2,920000,1,11,9.2e-07
4521243,1,2,1,"BOGOTA",23,0,2,6,1,1,1,12,9,1,2,0,3743.23266601562,7,55,1,0,0,0,5,882333.4375,0,11,8.82333416666667e-07
4521245,1,1,1,"BOGOTA",54,0,2,4,1,1,4,180,1,2,2,0,1296.29626464844,5,54,0,1,1,1,1,3e+05,0,11,3e-07
4521245,1,2,1,"BOGOTA",37,0,2,5,1,1,4,120,1,2,2,0,1944.44445800781,6,48,0,1,1,1,1,4e+05,1,11,4e-07
4521246,1,1,1,"BOGOTA",47,1,2,3,1,1,4,120,4,2,2,0,2727.27270507812,4,77,0,1,1,0,3,9e+05,0,11,9e-07
4521246,1,2,1,"BOGOTA",45,0,2,4,1,1,3,3,1,2,2,0,848.48486328125,5,55,0,1,0,1,1,2e+05,0,11,4e-07
4521246,1,4,1,"BOGOTA",23,1,2,4,1,1,4,36,1,2,2,0,3535.353515625,5,66,0,1,1,1,1,1e+06,0,11,1e-06
4521247,1,1,1,"BOGOTA",37,1,2,4,1,1,4,5,1,2,2,0,3333.33325195312,5,70,0,1,1,1,1,1e+06,0,11,1e-06
4521248,1,1,1,"BOGOTA",40,1,3,6,1,1,4,144,6,1,2,0,27222.22265625,7,60,1,0,1,0,4,7e+06,0,11,7e-06
4521248,1,2,1,"BOGOTA",37,0,3,6,1,1,1,48,9,1,1,1600000,42015.25390625,7,51,1,0,0,0,5,9183334,0,11,9.28333333333333e-06
4521248,1,4,1,"BOGOTA",41,0,3,5,1,1,1,12,9,1,2,0,4739.58349609375,6,48,1,0,0,0,5,975000,1,11,9.75e-07
4521250,1,1,1,"BOGOTA",33,0,2,6,1,1,5,84,2,2,2,0,4666.66650390625,7,60,0,1,0,1,2,1200000,0,11,1.2e-06
4521250,1,2,1,"BOGOTA",26,0,2,5,1,1,1,28,7,1,2,0,7109.375,6,48,1,0,0,0,4,1462500,1,11,1.6625e-06
4521253,1,3,1,"BOGOTA",30,1,2,5,1,1,1,9,2,2,2,0,8610.037109375,6,42,0,1,0,1,2,1549806.625,1,11,1.66980666666667e-06
4521253,1,4,1,"BOGOTA",28,0,2,6,1,1,4,11,8,2,1,1100000,6754.3857421875,7,38,0,1,1,0,5,1100000,0,11,2.2e-06
4521254,1,1,1,"BOGOTA",36,0,2,3,1,1,4,72,1,2,2,0,3733.33325195312,4,30,0,1,1,1,1,480000,0,11,4.8e-07
4521254,1,5,1,"BOGOTA",37,1,2,1,1,1,4,240,1,2,2,0,1944.44445800781,1,54,0,1,1,1,1,450000,0,11,4.5e-07
4521255,1,3,1,"BOGOTA",28,1,2,5,1,1,1,15,9,1,2,0,4435.87890625,6,48,1,0,0,0,5,912523.6875,1,11,9.12523666666667e-07
4521255,1,4,1,"BOGOTA",22,0,2,5,1,1,1,20,3,1,2,0,4290.0458984375,6,48,1,0,0,1,2,882523.6875,1,11,8.82523666666667e-07
4521256,1,1,1,"BOGOTA",25,1,2,6,1,1,1,24,9,1,2,0,6049.5234375,7,48,1,0,0,0,5,1244473.375,0,11,1.24447333333333e-06
4521256,1,2,1,"BOGOTA",23,0,2,6,1,1,1,8,2,2,2,0,3402.77783203125,7,48,0,1,0,1,2,7e+05,0,11,7e-07
4521257,1,3,1,"BOGOTA",25,1,3,6,1,1,1,12,9,1,2,0,7777.77783203125,7,48,1,0,0,0,5,1600000,0,11,1.6e-06
4521258,1,2,1,"BOGOTA",54,0,3,6,1,1,2,48,9,1,2,0,37851.8515625,7,48,1,0,0,0,5,7786666.5,0,11,7.78666666666667e-06
4521261,1,1,1,"BOGOTA",48,0,3,6,1,1,1,6,5,1,2,0,3715.75415039062,7,48,1,0,0,0,4,764383.6875,0,11,7.64383666666667e-07
4521264,1,1,1,"BOGOTA",55,1,2,5,1,1,4,48,2,2,2,0,6066.66650390625,6,50,0,1,1,1,2,1300000,1,11,1.3e-06
4521264,1,2,1,"BOGOTA",50,0,2,5,1,1,4,60,2,2,2,0,4666.66650390625,6,50,0,1,1,1,2,1e+06,1,11,1e-06
4521264,1,3,1,"BOGOTA",28,1,2,6,1,1,4,0,9,1,2,0,4666.66650390625,7,40,1,0,1,0,5,8e+05,0,11,8e-07
4521264,1,4,1,"BOGOTA",24,1,2,6,1,1,4,2,9,1,2,0,5833.33349609375,7,48,1,0,1,0,5,1200000,0,11,1.2e-06
4521264,1,5,1,"BOGOTA",21,1,2,6,1,1,4,48,1,2,2,0,6222.22216796875,7,45,0,1,1,1,1,1200000,0,11,1.2e-06
4521266,1,1,1,"BOGOTA",50,1,3,6,1,1,2,180,9,1,2,0,15000,7,70,1,0,0,0,5,4500000,0,11,4.5e-06
4521266,1,2,1,"BOGOTA",48,0,3,6,1,1,1,120,9,1,2,0,33333.33203125,7,56,1,0,0,0,5,8e+06,0,11,8e-06
4521267,1,1,1,"BOGOTA",54,1,2,5,1,1,1,36,9,1,2,0,6319.4443359375,6,48,1,0,0,0,5,1300000,1,11,1.3e-06
4521269,1,1,1,"BOGOTA",38,1,3,6,1,1,1,13,9,1,2,0,15728.39453125,7,45,1,0,0,0,5,3033333.25,0,11,3.03333333333333e-06
4521269,1,2,1,"BOGOTA",32,0,3,6,1,1,1,36,9,1,2,0,17694.443359375,7,40,1,0,0,0,5,3033333.25,0,11,3.03333333333333e-06
4521270,1,1,1,"BOGOTA",59,0,2,3,1,1,1,24,4,2,2,0,4375,4,48,0,1,0,0,3,9e+05,0,11,1.05e-06
4521271,1,2,1,"BOGOTA",56,1,3,5,1,1,1,3,9,1,2,0,5104.16650390625,6,48,1,0,0,0,5,1050000,1,11,1.05e-06
4521272,1,1,1,"BOGOTA",57,0,3,5,1,1,1,360,8,1,2,0,7777.77783203125,6,48,1,0,0,0,5,1600000,1,11,1.783333e-06
4521275,1,1,1,"BOGOTA",31,0,3,5,1,1,1,16,5,2,2,0,2857.3115234375,6,70,0,1,0,0,4,857193.4375,1,11,1.06719341666667e-06
4521275,2,1,1,"BOGOTA",21,0,3,5,1,1,1,12,4,2,2,0,2459.056640625,6,70,0,1,0,0,3,737717,1,11,8.37717e-07
4521276,1,3,1,"BOGOTA",60,1,3,4,1,1,4,16,1,2,2,0,12962.962890625,5,72,0,1,1,1,1,4e+06,0,11,4e-06
4521277,1,4,1,"BOGOTA",75,1,3,6,1,1,4,240,1,2,2,0,9722.22265625,7,48,0,1,1,1,1,2e+06,0,11,2e-06
4521278,1,1,1,"BOGOTA",37,1,2,6,1,1,2,42,9,1,2,0,18643.333984375,7,45,1,0,0,0,5,3595500,0,11,3.6425e-06
4521281,1,1,1,"BOGOTA",45,1,2,4,1,1,1,36,5,1,2,0,5833.33349609375,5,48,1,0,0,0,4,1200000,0,11,1.58e-06
4521281,1,2,1,"BOGOTA",45,0,2,4,1,1,1,60,9,1,2,0,3888.88891601562,5,48,1,0,0,0,5,8e+05,0,11,8e-07
4521283,1,3,1,"BOGOTA",40,0,4,6,1,1,1,8,4,1,2,0,4788.33251953125,7,40,1,0,0,0,3,820857,0,11,8.20857e-07
4521284,1,1,1,"BOGOTA",47,1,2,5,1,1,1,84,9,1,2,0,4973.59716796875,6,48,1,0,0,0,5,1023140,1,11,1.02314e-06
4521284,1,2,1,"BOGOTA",43,0,2,5,1,1,4,120,1,1,2,0,8750,6,48,1,0,1,1,1,1800000,1,11,1.8e-06
4521287,1,1,1,"BOGOTA",48,0,3,4,1,1,1,36,2,2,2,0,4375,5,40,0,1,0,1,2,750000,0,11,7.5e-07
4521288,1,2,1,"BOGOTA",35,0,3,6,1,1,1,168,9,1,2,0,13165.5087890625,7,48,1,0,0,0,5,2708333.25,0,11,2.70833333333333e-06
4521289,1,2,1,"BOGOTA",38,1,2,5,1,1,2,180,9,1,2,0,6041.66650390625,6,56,1,0,0,0,5,1450000,1,11,1.497e-06
4521292,1,4,1,"BOGOTA",56,1,4,6,1,1,4,336,1,1,2,0,14583.3330078125,7,48,1,0,1,1,1,3e+06,0,11,3e-06
4521292,1,7,1,"BOGOTA",58,0,4,3,1,1,3,444,1,1,2,0,3586.12426757812,3,48,1,0,0,1,1,737717,0,11,7.37717e-07
4521293,1,2,1,"BOGOTA",66,1,2,3,1,1,1,8,3,1,2,0,3904.15283203125,3,48,1,0,0,1,2,803140,0,11,8.0314e-07
4521294,1,1,1,"BOGOTA",50,1,4,6,1,1,1,348,9,1,2,0,33939.39453125,7,55,1,0,0,0,5,8e+06,0,11,1e-05
4521294,1,2,1,"BOGOTA",51,0,4,6,1,1,2,96,9,1,2,0,14218.75,7,48,1,0,0,0,5,2925000,0,11,2.925e-06
4521298,1,1,1,"BOGOTA",54,1,3,4,1,1,4,120,1,2,2,0,12152.77734375,5,48,0,1,1,1,1,2500000,0,11,2.5e-06
4521298,1,3,1,"BOGOTA",32,0,3,6,1,1,2,12,9,1,2,0,15636.57421875,7,48,1,0,0,0,5,3216666.75,0,11,3.21666666666667e-06
4521300,1,1,1,"BOGOTA",26,1,2,5,1,1,1,1,2,2,2,0,4320.98779296875,6,54,0,1,0,1,2,1e+06,1,11,1e-06
4521300,1,2,1,"BOGOTA",36,0,2,3,1,1,3,1,1,1,2,0,4256.29541015625,4,45,1,0,0,1,1,820857,0,11,9.20857e-07
4521301,1,1,1,"BOGOTA",64,0,1,3,1,1,4,12,2,2,2,0,166.66667175293,4,84,0,1,1,1,2,60000,0,11,1.8e-07
4521301,1,2,1,"BOGOTA",37,1,1,5,1,1,1,2,5,1,2,0,3990.27709960938,6,48,1,0,0,0,4,820857,1,11,8.20857e-07
4521301,1,4,1,"BOGOTA",58,1,1,3,1,1,4,12,2,2,2,0,466.666656494141,3,30,0,1,1,1,2,60000,0,11,6e-08
4521302,1,1,1,"BOGOTA",25,1,1,3,1,1,1,80,9,2,2,0,4666.66650390625,4,50,0,1,0,0,5,1e+06,0,11,1.3e-06
4521304,1,1,1,"BOGOTA",50,1,1,4,1,1,4,3,1,2,2,0,7000,5,40,0,1,1,1,1,1200000,0,11,1.2e-06
4521307,1,1,1,"BOGOTA",55,0,2,4,1,1,4,120,1,1,2,0,3888.88891601562,5,48,0,1,1,1,1,8e+05,0,11,8e-07
4521307,1,2,1,"BOGOTA",27,1,2,6,1,1,1,4,6,1,2,0,3888.88891601562,7,48,1,0,0,0,4,8e+05,0,11,8e-07
4521307,1,3,1,"BOGOTA",19,0,2,6,1,1,1,6,9,2,2,0,3586.12426757812,7,48,0,1,0,0,5,737717,0,11,7.87717e-07
4521308,1,2,1,"BOGOTA",37,0,3,5,1,1,1,18,2,1,2,0,3889.94384765625,6,48,1,0,0,1,2,800217,1,11,8.00217e-07
4521309,1,1,1,"BOGOTA",23,1,1,5,1,1,1,14,9,1,2,0,5833.33349609375,6,48,1,0,0,0,5,1200000,1,11,1.2e-06
4521310,1,2,1,"BOGOTA",48,0,3,4,1,1,1,2,9,1,2,0,3990.27709960938,5,48,1,0,0,0,5,820857,0,11,8.20857e-07
4521311,1,2,1,"BOGOTA",47,0,3,5,1,1,1,36,9,1,2,0,4289.12109375,6,48,1,0,0,0,5,882333.4375,1,11,8.82333416666667e-07
4521312,1,1,1,"BOGOTA",33,1,3,5,1,1,1,36,4,2,2,0,2916.66674804688,6,48,0,1,0,0,3,6e+05,1,11,6e-07
4521312,1,2,1,"BOGOTA",33,0,3,5,1,1,1,24,4,2,2,0,2430.5556640625,6,48,0,1,0,0,3,5e+05,1,11,5e-07
4521312,1,5,1,"BOGOTA",47,1,3,4,1,1,1,58,2,2,2,0,3159.72216796875,5,48,0,1,0,1,2,650000,0,11,6.5e-07
4521314,1,1,1,"BOGOTA",22,1,1,5,1,1,4,1,1,2,2,0,5250,6,40,0,1,1,1,1,9e+05,1,11,9e-07
4521315,1,1,1,"BOGOTA",35,1,2,5,1,1,1,36,6,1,2,0,5751.375,6,48,1,0,0,0,4,1183140,1,11,1.68314e-06
4521315,1,3,1,"BOGOTA",31,1,2,4,1,1,1,3,5,1,2,0,3990.27709960938,5,48,1,0,0,0,4,820857,0,11,8.20857e-07
4521316,1,2,1,"BOGOTA",32,1,1,6,1,1,1,18,3,1,2,0,5406.236328125,7,48,1,0,0,1,2,1112140,0,11,1.11214e-06
4521317,1,3,1,"BOGOTA",30,1,3,6,1,1,1,15,3,1,2,0,8166.66650390625,7,40,1,0,0,1,2,1400000,0,11,1.4e-06
4521321,1,1,1,"BOGOTA",52,1,2,6,1,1,5,140,2,2,2,0,4861.111328125,7,48,0,1,0,1,2,1e+06,0,11,1e-06
4521321,1,2,1,"BOGOTA",41,0,2,5,1,1,1,96,2,2,2,0,3786.8056640625,6,48,0,1,0,1,2,779000,1,11,8.59e-07
4521322,1,1,1,"BOGOTA",34,0,3,4,1,1,1,24,3,1,2,0,3500,5,48,1,0,0,1,2,720000,0,11,9.2e-07
4521324,1,1,1,"BOGOTA",32,1,2,5,1,1,1,1,3,1,2,0,3990.27709960938,6,48,1,0,0,1,2,820857,1,11,8.20857e-07
4521325,1,2,1,"BOGOTA",28,0,3,6,1,1,1,2,9,1,2,0,4827.2216796875,7,40,1,0,0,0,5,827523.6875,0,11,8.27523666666667e-07
4521326,1,1,1,"BOGOTA",35,1,1,5,1,1,1,8,9,1,2,0,6684.70849609375,6,48,1,0,0,0,5,1375140,1,11,1.37514e-06
4521327,1,1,1,"BOGOTA",27,1,3,6,1,1,1,30,9,1,2,0,5718.82763671875,7,36,1,0,0,0,5,882333.4375,0,11,8.82333416666667e-07
4521328,1,1,1,"BOGOTA",47,1,3,6,1,1,1,144,9,1,2,0,12394.6669921875,7,50,1,0,0,0,5,2656000,0,11,2.656e-06
4521328,1,2,1,"BOGOTA",39,0,3,6,1,1,4,204,1,2,2,0,11666.6669921875,7,40,0,1,1,1,1,2e+06,0,11,2e-06
4521330,1,1,1,"BOGOTA",46,1,3,4,1,1,4,120,1,2,2,0,9722.22265625,5,48,0,1,1,1,1,2e+06,0,11,2e-06
4521330,1,2,1,"BOGOTA",36,0,3,5,1,1,4,82,1,2,2,0,2673.61108398438,6,48,0,1,1,1,1,550000,1,11,5.5e-07
4521331,1,1,1,"BOGOTA",61,0,1,3,1,1,1,0,2,2,2,0,1750,4,40,0,1,0,1,2,3e+05,0,11,4.2e-07
4521331,1,2,1,"BOGOTA",37,1,1,4,1,1,1,0,3,2,2,0,2868.8994140625,5,60,0,1,0,1,2,737717,0,11,7.37717e-07
4521332,1,1,1,"BOGOTA",36,1,1,6,1,1,1,18,1,2,2,0,3073.82080078125,7,56,0,1,0,1,1,737717,0,11,7.37717e-07
4521334,1,2,1,"BOGOTA",45,1,2,5,1,1,1,4,9,1,2,0,2868.8994140625,6,60,1,0,0,0,5,737717,1,11,7.37717e-07
4521335,1,1,1,"BOGOTA",42,1,2,3,1,1,5,36,2,1,2,0,5384.615234375,3,130,1,0,0,1,2,3e+06,0,11,3e-06
4521336,1,1,1,"BOGOTA",33,0,2,5,1,1,1,3,9,1,2,0,8857.0224609375,6,45,1,0,0,0,5,1708140,1,11,1.70814e-06
4521336,1,3,1,"BOGOTA",64,1,2,3,1,1,4,240,4,2,2,0,2962.962890625,4,63,0,1,1,0,3,8e+05,0,11,9.2e-07
4521337,1,1,1,"BOGOTA",45,1,2,5,1,1,4,240,1,2,2,0,9722.22265625,6,48,0,1,1,1,1,2e+06,1,11,2e-06
4521337,1,2,1,"BOGOTA",44,0,2,5,1,1,1,180,5,1,2,0,3856.72631835938,6,48,1,0,0,0,4,793383.6875,1,11,7.93383666666667e-07
4521338,1,2,1,"BOGOTA",39,1,2,4,1,1,4,60,2,2,2,0,19444.4453125,5,24,0,1,1,1,2,2e+06,0,11,2e-06
4521340,1,1,1,"BOGOTA",42,0,3,5,1,1,1,1,9,1,2,0,4277.08251953125,6,48,1,0,0,0,5,879857,1,11,8.79857e-07
4521340,1,2,1,"BOGOTA",40,1,3,6,1,1,4,2,2,2,2,0,5333.33349609375,7,35,0,1,1,1,2,8e+05,0,11,8e-07
4521342,1,1,1,"BOGOTA",24,1,1,4,1,1,1,6,9,1,2,0,2674.27783203125,5,84,1,0,0,0,5,962740,0,11,9.6274e-07
4521343,1,1,1,"BOGOTA",48,0,3,3,1,1,4,360,1,2,2,0,3888.88891601562,3,48,0,1,1,1,1,8e+05,0,11,1.449191e-06
4521343,1,2,1,"BOGOTA",22,0,3,6,1,1,1,24,5,1,2,0,4880.42578125,7,48,1,0,0,0,4,1003973.3125,0,11,1.06230633333333e-06
4521343,2,3,1,"BOGOTA",58,1,3,5,1,1,4,18,1,2,2,0,4375,6,40,0,1,1,1,1,750000,1,11,7.5e-07
4521343,2,4,1,"BOGOTA",53,1,3,5,1,1,4,240,1,2,2,0,4083.33325195312,6,40,0,1,1,1,1,7e+05,1,11,7e-07
4521344,1,1,1,"BOGOTA",37,1,1,3,1,1,1,120,2,2,2,0,4083.33325195312,3,40,0,1,0,1,2,7e+05,0,11,7e-07
4521345,1,1,1,"BOGOTA",66,1,2,3,1,1,4,180,1,2,2,0,4537.037109375,4,36,0,1,1,1,1,7e+05,0,11,8.2e-07
4521345,1,2,1,"BOGOTA",47,0,2,3,1,1,3,36,2,2,2,0,2500,3,56,0,1,0,1,2,6e+05,0,11,8e-07
4521346,1,1,1,"BOGOTA",26,1,1,6,1,1,1,5,2,2,2,0,2962.962890625,7,63,0,1,0,1,2,8e+05,0,11,1.04e-06
4521346,1,2,1,"BOGOTA",23,0,1,5,1,1,3,1,1,2,2,0,1037.03698730469,6,45,0,1,0,1,1,2e+05,1,11,3.2e-07
4521347,1,1,1,"BOGOTA",45,0,3,4,1,1,4,82,1,2,2,0,3266.66674804688,5,50,0,1,1,1,1,7e+05,0,11,7e-07
4521347,1,2,1,"BOGOTA",27,1,3,5,1,1,4,36,1,2,2,0,3266.66674804688,6,50,0,1,1,1,1,7e+05,1,11,7e-07
4521347,1,3,1,"BOGOTA",25,0,3,6,1,1,1,36,5,1,2,0,5146.94482421875,7,40,1,0,0,0,4,882333.4375,0,11,8.82333416666667e-07
4521348,1,1,1,"BOGOTA",26,1,1,5,1,1,1,3,4,2,2,0,3888.88891601562,6,48,0,1,0,0,3,8e+05,1,11,8e-07
4521351,1,1,1,"BOGOTA",33,1,3,6,1,1,2,144,9,1,2,0,6305.55517578125,7,70,1,0,0,0,5,1891666.625,0,11,1.89166666666667e-06
4521351,1,2,1,"BOGOTA",30,0,3,6,1,1,1,18,9,1,2,0,5670.3564453125,7,48,1,0,0,0,5,1166473.375,0,11,1.16647333333333e-06
4521352,1,1,1,"BOGOTA",30,1,2,5,1,1,2,108,9,1,2,0,8711.54296875,6,72,1,0,0,0,5,2688133.25,1,11,2.68813333333333e-06
4521353,1,1,1,"BOGOTA",22,0,1,4,1,1,1,3,2,2,2,0,3750,5,56,0,1,0,1,2,9e+05,0,11,1.1e-06
4521353,1,4,1,"BOGOTA",25,1,1,4,1,1,4,18,1,2,2,0,2187.5,5,96,0,1,1,1,1,9e+05,0,11,9e-07
4521353,1,5,1,"BOGOTA",19,1,1,4,1,1,4,5,1,2,2,0,2187.5,5,96,0,1,1,1,1,9e+05,0,11,9e-07
4521357,1,1,1,"BOGOTA",55,1,2,3,1,1,4,36,1,2,2,0,1458.33337402344,3,48,0,1,1,1,1,3e+05,0,11,3e-07
4521358,1,1,1,"BOGOTA",48,1,1,5,1,1,5,36,2,2,2,0,4375,6,48,0,1,0,1,2,9e+05,1,11,9e-07
4521358,1,2,1,"BOGOTA",35,0,1,5,1,1,4,36,1,2,2,0,4375,6,48,0,1,1,1,1,9e+05,1,11,9e-07
4521361,1,1,1,"BOGOTA",37,1,3,3,1,1,1,0,3,2,2,0,6250,4,56,0,1,0,1,2,1500000,0,11,1.5e-06
4521363,1,1,1,"BOGOTA",63,0,2,6,1,1,1,2,2,2,2,0,2488.88891601562,7,30,0,1,0,1,2,320000,0,11,6e-07
4521363,1,2,1,"BOGOTA",32,1,2,6,1,1,1,2,2,2,2,0,3500,7,60,0,1,0,1,2,9e+05,0,11,1.15e-06
4521364,1,1,1,"BOGOTA",29,1,2,6,1,1,4,12,1,2,2,0,972.222229003906,7,72,0,1,1,1,1,3e+05,0,11,3e-07
4521367,1,1,1,"BOGOTA",52,1,3,5,1,1,4,13,1,2,2,0,3888.88891601562,6,72,0,1,1,1,1,1200000,1,11,1.2e-06
4521367,1,2,1,"BOGOTA",48,0,3,5,1,1,3,18,1,1,2,0,7259.25927734375,6,45,1,0,0,1,1,1400000,1,11,1.66e-06
4521367,1,5,1,"BOGOTA",23,1,3,5,1,1,4,36,1,1,2,0,4212.962890625,6,72,1,0,1,1,1,1300000,1,11,1.3e-06
4521369,1,1,1,"BOGOTA",32,0,2,6,1,1,1,8,2,2,2,0,3888.88891601562,7,48,0,1,0,1,2,8e+05,0,11,8e-07
4521373,1,1,1,"BOGOTA",54,1,2,4,1,1,1,156,9,1,2,0,6269.8935546875,5,48,1,0,0,0,5,1289806.625,0,11,1.28980666666667e-06
4521373,1,2,1,"BOGOTA",47,0,2,4,1,1,1,12,9,1,2,0,4290.0458984375,5,48,1,0,0,0,5,882523.6875,0,11,8.82523666666667e-07
4521374,1,1,1,"BOGOTA",50,1,5,6,1,1,1,16,9,1,2,0,59393.9375,7,55,1,0,0,0,5,1.4e+07,0,11,1.5254e-05
4521374,1,2,1,"BOGOTA",50,0,5,6,1,1,1,3,9,1,2,0,10000,7,70,1,0,0,0,5,3e+06,0,11,3e-06
4521375,1,1,1,"BOGOTA",42,0,5,6,1,1,1,180,9,1,2,0,12881.9443359375,7,48,1,0,0,0,5,2650000,0,11,2.65e-06
4521382,1,2,1,"BOGOTA",24,0,2,6,1,1,1,7,9,1,2,0,4679.986328125,7,48,1,0,0,0,5,962740,0,11,9.6274e-07
4521384,1,1,1,"BOGOTA",24,1,2,5,1,1,1,48,2,1,2,0,4294.0966796875,6,48,1,0,0,1,2,883357,1,11,8.83357e-07
4521391,1,2,1,"BOGOTA",24,1,2,6,1,1,1,18,9,1,2,0,4289.12109375,7,48,1,0,0,0,5,882333.4375,0,11,8.82333416666667e-07
4521392,1,1,1,"BOGOTA",25,1,2,5,1,1,1,12,9,1,2,0,4430.09326171875,6,48,1,0,0,0,5,911333.4375,1,11,9.11333416666667e-07
4521392,1,2,1,"BOGOTA",23,0,2,6,1,1,1,1,3,2,2,0,2074.07397460938,7,63,0,1,0,1,2,560000,0,11,9.62666666666667e-07
4521393,1,1,1,"BOGOTA",60,1,2,4,1,1,4,60,1,2,2,0,3888.88891601562,5,60,0,1,1,1,1,1e+06,0,11,1.4e-06
4521393,1,2,1,"BOGOTA",56,0,2,3,1,1,4,120,1,2,2,0,4083.33325195312,4,40,0,1,1,1,1,7e+05,0,11,7e-07
4521395,1,3,1,"BOGOTA",40,1,3,6,1,1,1,30,9,1,2,0,9040.5390625,7,40,1,0,0,0,5,1549806.625,0,11,1.54980666666667e-06
4521395,1,4,1,"BOGOTA",40,0,3,6,1,1,1,60,9,1,2,0,37916.66796875,7,40,1,0,0,0,5,6500000,0,11,6.7e-06
4521395,1,5,1,"BOGOTA",51,1,3,6,1,1,1,1,8,1,2,0,9041.6669921875,7,40,1,0,0,0,5,1550000,0,11,1.55e-06
4521396,1,3,1,"BOGOTA",29,1,3,6,1,1,1,10,9,1,2,0,12760.4169921875,7,48,1,0,0,0,5,2625000,0,11,2.625e-06
4521397,1,1,1,"BOGOTA",35,0,2,6,1,1,1,120,7,1,2,0,5204.62939453125,7,48,1,0,0,0,4,1070666.625,0,11,1.07066666666667e-06
4521398,1,2,1,"BOGOTA",43,0,2,5,1,1,1,1,7,1,2,0,4414.81396484375,6,48,1,0,0,0,4,908190.3125,1,11,9.08190333333333e-07
4521398,1,3,1,"BOGOTA",20,0,2,5,1,1,1,7,3,1,2,0,4111.8046875,6,48,1,0,0,1,2,845857,1,11,8.45857e-07
4521399,1,1,1,"BOGOTA",30,1,3,5,1,1,5,18,2,2,2,0,4666.66650390625,6,40,0,1,0,1,2,8e+05,1,11,8e-07
4521399,1,2,1,"BOGOTA",30,0,3,5,1,1,1,36,9,1,2,0,5006.9443359375,6,48,1,0,0,0,5,1030000,1,11,1.918e-06
4521403,1,1,1,"BOGOTA",34,1,2,5,1,1,4,180,1,2,2,0,3111.11108398438,6,60,0,1,1,1,1,8e+05,1,11,8e-07
4521403,1,2,1,"BOGOTA",35,0,2,3,1,1,4,120,1,2,2,0,3500,4,60,0,1,1,1,1,9e+05,0,11,9e-07
4521404,1,4,1,"BOGOTA",41,1,3,5,1,1,5,120,2,1,2,0,8750,6,40,1,0,0,1,2,1500000,1,11,1.5e-06
4521404,1,5,1,"BOGOTA",36,0,3,5,1,1,1,6,2,2,2,0,1750,6,40,0,1,0,1,2,3e+05,1,11,3e-07
4521404,1,7,1,"BOGOTA",64,0,3,5,1,1,1,120,7,3,2,0,3888.88891601562,6,48,1,0,0,0,4,8e+05,1,11,1.6e-06
4521407,1,2,1,"BOGOTA",29,1,2,1,1,1,1,24,5,2,2,0,3535.353515625,1,66,0,1,0,0,4,1e+06,0,11,1e-06
4521407,1,4,1,"BOGOTA",21,1,2,3,1,1,1,1,4,2,2,0,5833.33349609375,4,40,0,1,0,0,3,1e+06,0,11,1e-06
4521408,1,1,1,"BOGOTA",41,1,3,6,1,1,1,24,9,1,2,0,7129.6298828125,7,60,1,0,0,0,5,1833333.375,0,11,2.28333333333333e-06
4521408,1,2,1,"BOGOTA",40,0,3,5,1,1,1,36,6,1,2,0,6940.76416015625,6,50,1,0,0,0,4,1487306.625,1,11,1.48730666666667e-06
4521408,1,3,1,"BOGOTA",21,1,3,6,1,1,1,6,9,1,2,0,7169.01123046875,7,40,1,0,0,0,5,1228973.375,0,11,1.22897333333333e-06
4521408,1,4,1,"BOGOTA",20,0,3,5,1,1,1,6,5,1,2,0,3990.27709960938,6,48,1,0,0,0,4,820857,1,11,8.20857e-07
4521411,1,1,1,"BOGOTA",43,0,3,6,1,1,1,250,7,1,2,0,8223.3798828125,7,48,1,0,0,0,4,1691666.625,0,11,1.69166666666667e-06
4521413,1,1,1,"BOGOTA",60,1,4,6,1,1,4,420,1,1,2,0,14583.3330078125,7,48,1,0,1,1,1,3e+06,0,11,3e-06
